event_id,timestamp,site_id,peer_ip,peer_asn,event_type,prefix,prefixes_affected,hold_time_sec,severity,note
BGP-00079,2026-06-26T11:20:49.216742,branch-chandigarh,10.4.12.1,65010,KEEPALIVE_TIMEOUT,192.168.19.0/24,3,90,LOW,Routine routing update
BGP-00182,2026-06-26T11:55:00,branch-kolkata,10.0.0.1,65000,UPDATE_RECEIVED,192.168.125.0/24,1,90,INFO,Normal routing update
BGP-00183,2026-06-26T11:55:00,branch-bhopal,10.0.0.1,65000,ROUTE_REFRESH,192.168.69.0/24,1,90,INFO,Normal routing update
BGP-00185,2026-06-26T12:19:00,branch-bhopal,10.0.0.1,65000,PREFIX_ANNOUNCED,192.168.251.0/24,1,90,INFO,Normal routing update
BGP-00184,2026-06-26T12:40:00,branch-chandigarh,10.0.0.1,65000,ROUTE_REFRESH,192.168.126.0/24,1,90,INFO,Normal routing update
BGP-00186,2026-06-26T12:49:00,branch-jaipur,10.0.0.1,65000,UPDATE_RECEIVED,192.168.199.0/24,1,90,INFO,Normal routing update
BGP-00187,2026-06-26T13:28:00,branch-jaipur,10.0.0.1,65000,PREFIX_ANNOUNCED,192.168.143.0/24,1,90,INFO,Normal routing update
BGP-00082,2026-06-26T13:39:50.154709,branch-hyderabad,10.10.10.1,65004,UPDATE_RECEIVED,192.168.4.0/24,2,90,LOW,Routine routing update
BGP-00080,2026-06-26T13:44:03.999180,branch-bhubaneswar,10.9.7.1,65008,PREFIX_WITHDRAWN,192.168.48.0/24,2,90,LOW,Routine routing update
BGP-00081,2026-06-26T13:50:58.430712,branch-chandigarh,10.10.1.1,65010,UPDATE_RECEIVED,192.168.12.0/24,1,90,LOW,Routine routing update
BGP-00188,2026-06-26T14:08:00,branch-guwahati,10.0.0.1,65000,UPDATE_RECEIVED,192.168.37.0/24,1,90,INFO,Normal routing update
BGP-00189,2026-06-26T14:30:00,branch-pune,10.0.0.1,65000,ROUTE_REFRESH,192.168.176.0/24,1,90,INFO,Normal routing update
BGP-00192,2026-06-26T15:05:00,branch-bhubaneswar,10.0.0.1,65000,PREFIX_ANNOUNCED,192.168.58.0/24,1,90,INFO,Normal routing update
BGP-00191,2026-06-26T15:08:00,branch-nagpur,10.0.0.1,65000,UPDATE_RECEIVED,192.168.148.0/24,1,90,INFO,Normal routing update
BGP-00190,2026-06-26T15:29:00,branch-jaipur,10.0.0.1,65000,PREFIX_ANNOUNCED,192.168.218.0/24,1,90,INFO,Normal routing update
BGP-00083,2026-06-26T16:36:20.172658,branch-bhubaneswar,10.2.5.1,65008,PREFIX_ANNOUNCED,192.168.40.0/24,2,90,LOW,Routine routing update
BGP-00195,2026-06-26T17:02:00,branch-lucknow,10.0.0.1,65000,PREFIX_ANNOUNCED,192.168.97.0/24,1,90,INFO,Normal routing update
BGP-00194,2026-06-26T17:04:00,branch-bengaluru,10.0.0.1,65000,ROUTE_REFRESH,192.168.57.0/24,1,90,INFO,Normal routing update
BGP-00193,2026-06-26T17:15:00,branch-lucknow,10.0.0.1,65000,ROUTE_REFRESH,192.168.168.0/24,1,90,INFO,Normal routing update
BGP-00084,2026-06-26T17:36:12.791063,branch-chennai,10.8.0.1,65003,PREFIX_ANNOUNCED,192.168.24.0/24,1,90,LOW,Routine routing update
BGP-00085,2026-06-26T19:00:00,branch-chennai,10.1.2.1,65003,PEER_DOWN,10.4.12.0/30,1,30,CRITICAL,[FAULT] bgp_route_flap — flap #1
BGP-00197,2026-06-26T19:13:00,branch-ahmedabad,10.0.0.1,65000,UPDATE_RECEIVED,192.168.23.0/24,1,90,INFO,Normal routing update
BGP-00086,2026-06-26T19:22:30,branch-chennai,10.1.2.1,65003,PEER_UP,10.5.11.0/30,1,30,CRITICAL,[FAULT] bgp_route_flap — flap #2
BGP-00196,2026-06-26T19:55:00,branch-pune,10.0.0.1,65000,PREFIX_ANNOUNCED,192.168.121.0/24,1,90,INFO,Normal routing update
BGP-00198,2026-06-26T20:47:00,branch-hyderabad,10.0.0.1,65000,PREFIX_ANNOUNCED,192.168.165.0/24,1,90,INFO,Normal routing update
BGP-00199,2026-06-26T21:02:00,branch-chandigarh,10.0.0.1,65000,PREFIX_ANNOUNCED,192.168.240.0/24,1,90,INFO,Normal routing update
BGP-00201,2026-06-26T22:28:00,branch-jaipur,10.0.0.1,65000,UPDATE_RECEIVED,192.168.34.0/24,1,90,INFO,Normal routing update
BGP-00200,2026-06-26T22:31:00,branch-kochi,10.0.0.1,65000,ROUTE_REFRESH,192.168.166.0/24,1,90,INFO,Normal routing update
BGP-00202,2026-06-26T22:32:00,branch-hyderabad,10.0.0.1,65000,UPDATE_RECEIVED,192.168.187.0/24,1,90,INFO,Normal routing update
BGP-00090,2026-06-26T22:43:08.281892,branch-bhopal,10.10.11.2,65015,KEEPALIVE_TIMEOUT,192.168.5.0/24,1,90,LOW,Routine routing update
BGP-00089,2026-06-26T23:20:48.290404,branch-ahmedabad,10.4.4.1,65006,KEEPALIVE_TIMEOUT,192.168.8.0/24,3,90,LOW,Routine routing update
BGP-00088,2026-06-26T23:27:25.152225,branch-chennai,10.1.4.1,65003,KEEPALIVE_TIMEOUT,192.168.17.0/24,4,90,LOW,Routine routing update
BGP-00087,2026-06-26T23:27:50.647251,branch-chennai,10.7.10.1,65003,PREFIX_ANNOUNCED,192.168.18.0/24,1,90,LOW,Routine routing update
BGP-00204,2026-06-26T23:32:00,branch-bhopal,10.0.0.1,65000,PREFIX_ANNOUNCED,192.168.54.0/24,1,90,INFO,Normal routing update
BGP-00203,2026-06-26T23:44:00,branch-bengaluru,10.0.0.1,65000,ROUTE_REFRESH,192.168.231.0/24,1,90,INFO,Normal routing update
